name,domain,expected_bubble,ooda_verdict,ooda_quality,ooda_r2,ooda_latency_ms,ooda_is_bubble,tfs_verdict,tfs_quality,tfs_r2,tfs_latency_ms,tfs_iterations,tfs_acceptor_match,tfs_satisfaction,tfs_is_bubble,cascade_verdict,cascade_quality,cascade_r2,cascade_latency_ms,cascade_is_bubble,cascade_path,cascade_tfs_satisfaction
finance_btc_2017,finance,True,BUBBLE,0.7596640109864035,0.9789240988972014,3771.205099998042,True,BUBBLE,1.0,0.9789240988972014,89.16059997864068,1,True,1.0,True,BUBBLE,1.0,0.9789240988972014,88.21030001854524,True,tfs,0.0
finance_btc_2021,finance,True,BUBBLE,0.6329293650272744,0.7731133500477114,352.269500028342,True,BUBBLE,1.0,0.7731133500477114,95.9714999771677,1,True,1.0,True,BUBBLE,1.0,0.7731133500477114,94.63780000805855,True,tfs,0.0
finance_dotcom_2000,finance,True,BUBBLE,0.8043942923423378,0.9619399237712047,511.3151000114158,True,BUBBLE,1.0,0.9619399237712047,123.89239994809031,1,True,1.0,True,BUBBLE,1.0,0.9619399237712047,125.87810005061328,True,tfs,0.0
finance_tesla_2021,finance,True,NO_BUBBLE,0.20458301674085264,-68.47123687831309,341.7460999917239,False,NO_BUBBLE,0.1,-68.47123687831309,114.6687000291422,1,False,0.1,False,NO_BUBBLE,0.20458301674085264,-68.47123687831309,426.15590000059456,False,ooda_fallback,0.1
finance_china_2015,finance,True,BUBBLE,0.7400199181178877,0.9893519442307975,450.64260001527146,True,BUBBLE,1.0,0.9893519442307975,95.80710000591353,1,True,1.0,True,BUBBLE,1.0,0.9893519442307975,95.16480000456795,True,tfs,0.0
finance_sp500_2020,finance,True,NO_BUBBLE,0.0,0.0,125.35099999513477,False,NO_BUBBLE,0.1,-126.23405645339997,70.5360000138171,1,False,0.1,False,NO_BUBBLE,0.0,0.0,207.036700041499,False,ooda_fallback,0.1
finance_csco_2000,finance,True,NO_BUBBLE,0.28578929347679144,-3069.7946421320203,295.7225000136532,False,NO_BUBBLE,0.1,-3069.7946421320203,89.1766999848187,1,False,0.1,False,NO_BUBBLE,0.28578929347679144,-3069.7946421320203,417.24099998828024,False,ooda_fallback,0.1
finance_amzn_1999,finance,True,BUBBLE,0.7676953592275882,0.9462298009841572,457.7870999928564,True,BUBBLE,1.0,0.9462298009841572,111.5091000101529,1,True,1.0,True,BUBBLE,1.0,0.9462298009841572,114.82860002433881,True,tfs,0.0
finance_gme_2021,finance,True,BUBBLE,0.8633141620575254,0.948390485825332,327.3957999772392,True,NO_BUBBLE,0.1,-9108.180170879248,65.47919998411089,1,False,0.1,False,BUBBLE,0.8633141620575254,0.948390485825332,408.88429997721687,True,ooda_fallback,0.1
finance_eth_2021,finance,True,POSSIBLE,0.5138610661579363,0.8870874417914771,334.0654000057839,True,BUBBLE,1.0,0.8870874417914771,89.2689999891445,1,True,1.0,True,BUBBLE,1.0,0.8870874417914771,88.70640001259744,True,tfs,0.0
